INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT, VALOR UNITÁRIO, VALOR TOTAL
FORM PROF,ESCOLA DE TEMPO INTEGRAL – EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL – TEORIA E PRÁTICA,"Casemiro de Medeiros Campos, Gleice Nascimento e Maria Claudia Soares Gomes Barbosa",CAMINHAR,700, R$  50.00 ," R$  35,000.00 "
FORM PROF,GESTÃO ESCOLAR E APRENDIZAGEM,"CASEMIRO CAMPOS, LÍDIA AZEVEDO, MRYLAND PEREIRA BESSA MAIA",CAMINHAR,700, R$  50.00 ," R$  35,000.00 "
FORM PROF,PEDAGOGIA CRÍTICA,"CASEMIRO CAMPOS, ANA CLÁUDIA FARIAS, JULIANA MARINA DE FAÇANHA E CAMPOS",CAMINHAR,700, R$  50.00 ," R$  35,000.00 "
FORM PROF,A VOZ DOS OUTROS,JOSE DE NICOLAS,CASA DE LETRAS,700, R$  185.00 ," R$  129,500.00 "
FORM PROF,COMO IMPLEMENTAR UMA POLITICA DE EDUCAÇÃO ABERTA,DEBORA SEBRIAM,CASA DE LETRAS,700, R$  49.00 ," R$  34,300.00 "
FORM PROF,CORAÇÃO DE PROFESSOR É ESPAÇO DE AMIZADE,ALUISIO CAVALCANTE JR,CENE,700, R$  60.00 ," R$  42,000.00 "
FORM PROF,A DITADURA MILITAR 1964-1985 - MOMENTOS DA REPÚBLICA BRASILEIRA,EVALDO VIEIRA,CORTEZ,700, R$  62.00 ," R$  43,400.00 "
FORM PROF,A FILOSOFIA COMO CRÍTICA DA CULTURA,PAULO GHIRALDELLI JR.,CORTEZ,700, R$  59.00 ," R$  41,300.00 "
FORM PROF,A JUSTIÇA POPULAR EM CABO VERDE,BOAVENTURA DE SOUSA SANTOS,CORTEZ,700, R$  81.00 ," R$  56,700.00 "
FORM PROF,APRENDENDO COM OS APRENDIZES - A CONSTRUÇÃO DE VÍNCULOS ENTRE PROFESSORES E ALUNOS,GABRIEL CHALITA,CORTEZ,700, R$  55.00 ," R$  38,500.00 "
FORM PROF,ASSÉDIO MORAL CONTRA MULHERES NAS ORGANIZAÇÕES,PATRÍCIA MARIA FIGUEREDO,CORTEZ,700, R$  78.00 ," R$  54,600.00 "
FORM PROF,ATLAS DA EXCLUSÃO SOCIAL - DINÂMICA DA EXCLUSÃO SOCIAL NA PRIMEIRA DÉCADA DO SÉCULO XXI,ALEXANDRE GUERRA - MARCIO POCHMANN - RONNIE ALDRIN (ORG.),CORTEZ,700, R$  84.00 ," R$  58,800.00 "
FORM PROF,DA FALA PARA A ESCRITA,LUIZ ANTONIO MARCUSCHI,CORTEZ,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,DEFICIENCIA E DIVERSIDADE - EDUCAÇÃO INCLUSIVA ,MARCOS CEZAR,CORTEZ,700, R$  55.00 ," R$  38,500.00 "
FORM PROF,DESCORTESIA E CORTESIA - EXPRESSAO DE CULTURAS,ANA LUCIA TINOCO,CORTEZ,700, R$  86.00 ," R$  60,200.00 "
FORM PROF,DEUSES DE PEDRA - ARTE NA GRÉCIA ANTIGA,DENISE ROCHAEL,CORTEZ,700, R$  59.00 ," R$  41,300.00 "
FORM PROF,DIÁLOGOS GRÁFICOS - UMA DIDÁTICA DO ATELIÊ DE ARQUITETURA,ARTUR RENATO ORTEGA,CORTEZ,700, R$  55.00 ," R$  38,500.00 "
FORM PROF,EDUCAÇÃO AMBIENTAL - REPENSANDO O ESPAÇO DA CIDADANIA,OBRA COLETIVA,CORTEZ,700, R$  83.00 ," R$  58,100.00 "
FORM PROF,EDUCAÇÃO NÃO FORMAL NO CAMPO DAS ARTES,MARIA DA GLORIA GOHN (ORG.),CORTEZ,700, R$  54.00 ," R$  37,800.00 "
FORM PROF,EDUCAÇÃO SUPERIOR - ESPAÇO DE FORMAÇÃO EM DIREITOS HUMANOS,AIDA MARIA MONTEIRO SILVA (ORG.),CORTEZ,700, R$  85.00 ," R$  59,500.00 "
FORM PROF,ENSINO DE FILOSOFIA DO ENSINO MÉDIO  (PRETO),EVANDRO GHEDIN,CORTEZ,700, R$  77.00 ," R$  53,900.00 "
FORM PROF,ENSINO DE FILOSOFIA NO ENSINO MÉDIO  (LARANJA),EVANDRO GHEDIN,CORTEZ,700, R$  77.00 ," R$  53,900.00 "
FORM PROF,FILOSOFIA NO ENSINO MEDIO ,ANTONIO JOAQUIM SEVERINO,CORTEZ,700, R$  89.00 ," R$  62,300.00 "
FORM PROF,MANUAL DE FONÉTICA ACÚSTICA EXPERIMENTAL,PLINIO A. BARBOSA; SANDRA MADUREIRA ,CORTEZ,700, R$  80.00 ," R$  56,000.00 "
FORM PROF,O GRAU EM PERSPECTIVA - UMA ABORDAGEM CENTRADA AO USO,JOSE ROMERITO SILVA,CORTEZ,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,O PERCEBER DE QUEM ESTA NA ESCOLA SEM DISPOR DA VISÃO,ELCIE F. SALZANO MASINI,CORTEZ,700, R$  62.00 ," R$  43,400.00 "
FORM PROF,O QUE É A PERGUNTA ?,MARIO SERGIO CORTELA,CORTEZ,700, R$  63.00 ," R$  44,100.00 "
FORM PROF,POLÍTICA INDIGENISTA DE SAÚDE NO BRASIL,ROSIANE PINHEIRO,CORTEZ,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,PORTUGAL - ENSAIO CONTRA AUTOFLAGELAÇÃO,BOAVENTURA DE SOUSA SANTOS,CORTEZ,700, R$  62.00 ," R$  43,400.00 "
FORM PROF,RÁDIO ESCOLAR - UMA EXPERIÊNCIA DE LETRAMENTO MIDIÁTICO,MARCOS BALTAR,CORTEZ,700, R$  72.00 ," R$  50,400.00 "
FORM PROF,SABERES E AFETOS DO SER PROFESSOR,EMILIA CIPRIANO,CORTEZ,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,"TRADIÇÕES DISCURSIVAS , CONCEITOS, HISTÓRIAS E AQUISIÇÃO",SANDERLÉIA ROBERTA LONGHIN,CORTEZ,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,"MENTES INQUIETAS - TDAH: DESANTEÇÃO, HIPERATIVIDADE E IMPULSIVIDADE",ANA BEATRIZ BARBOSA SILVA,GLOBO,700, R$  65.00 ," R$  45,500.00 "
FORM PROF,DIREITOS HUMANOS,MARK FRIEDMAN,HEDRA EDUCAÇÃO,700, R$  54.00 ," R$  37,800.00 "
FORM PROF,OLHAR A AFRICA - FONTES VISUAIS PARA A SALA DE AULA,REGINA CLARO,HEDRA EDUCAÇÃO,700, R$  180.00 ," R$  126,000.00 "
FORM PROF,PROTEGENDO O MEIO AMBIENTE - RECICLAGEM E COLETA SELETIVA,ANA CAROLINA AMARAL,HEDRA EDUCAÇÃO,700, R$  129.00 ," R$  90,300.00 "
FORM PROF,VENCENDO O CYBER BULLYING,NICK HUNTER,HEDRA EDUCAÇÃO,700, R$  89.00 ," R$  62,300.00 "
FORM PROF,A ESCOLA E SEUS DESAFIOS,CELSO ANTUNES,IMEPH,700, R$  75.00 ," R$  52,500.00 "
FORM PROF,CALEIDOSCÓPIO DO CONTADOR DE HISTÓRIAS,"FABIANO MORAES, GIBA PEDROSA, LENICE GOMES",IMEPH,700, R$  45.00 ," R$  31,500.00 "
FORM PROF,CIRANDAR: VIVÊNCIAS E EXPERIÊNCIAS NA EDUCAÇÃO INFANTIL,"ARLINDO ARAÚJO, GUARACIARA BARROS LEAL",IMEPH,700, R$  110.00 ," R$  77,000.00 "
FORM PROF,CONCEPÇÕES E PRÁTICAS NA EDUCAÇÃO INFANTIL,OBRA COLETIVA,IMEPH,700, R$  150.00 ," R$  105,000.00 "
FORM PROF,LEI BRASILEIRA DE INCLUSÃO,TIÃO SIMPATIA,IMEPH,700, R$  40.00 ," R$  28,000.00 "
FORM PROF,O CASAMENTO DE ZÉ TEATRO COM MARIA ESCOLA,CRISPINIANO NETO,IMEPH,700, R$  60.00 ," R$  42,000.00 "
FORM PROF,SER PROFESSOR HOJE,CELSO ANTUNES,IMEPH,700, R$  60.00 ," R$  42,000.00 "
FORM PROF,ANTIGAMENTE ERA ASSIM,INES BRECCIO,PEIROPOLIS,700, R$  75.00 ," R$  52,500.00 "
FORM PROF,BRINQUEDOS DO CHÃO ,GANDHY PIORSKI,PEIROPOLIS,700, R$  75.00 ," R$  52,500.00 "
FORM PROF,LITERATURA ORAL PARA A INFANCIA E A JUVENTUDE,HENRIQUETA LISBOA,PEIROPOLIS,700, R$  99.00 ," R$  69,300.00 "
FORM PROF,MUSICA NA EDUCAÇÃO INFANTIL,TECA ALENCAR,PEIROPOLIS,700, R$  96.00 ," R$  67,200.00 "
FORM PROF,TRADIÇÃO E CRIAÇÃO DE JOGOS ,PATRICIO CASCO,PEIROPOLIS,700, R$  72.00 ," R$  50,400.00 "
FORM PROF,ALFABETIZAÇÃO E LETRAMENTO - O QUE MUDA QUANDO MUDA O NOME,EDWIGES ZACCUR,ROVELLE,700, R$  70.00 ," R$  49,000.00 "
FORM PROF,CRIANÇAS NARRADORAS E SUAS VIDAS COTIDIANAS,MARIA TEREZINHA ESPINOSA,ROVELLE,700, R$  70.00 ," R$  49,000.00 "
FORM PROF,CULTURA ESCOLAR EM MOVIMENTO - DIALOGOS POSSIVEIS,ANDREA SERPA,ROVELLE,700, R$  68.00 ," R$  47,600.00 "
FORM PROF,EDUCAÇÃO E SENSIBILIDADE,VERA WERNECK,ROVELLE,700, R$  74.00 ," R$  51,800.00 "
FORM PROF,ESCOLA DA PONTE - VILA DAS AVES - PORTUGAL,ANDREA VILELA,ROVELLE,700, R$  60.00 ," R$  42,000.00 "
FORM PROF,"TRACO, PALAVRA E COR - MANUAL DO PROFESS ",ANGELA LINHARES,SMILE,700, R$  30.00 ," R$  21,000.00 "
FORM PROF,AUTISMO: O QUE FAZER E O QUE EVIATR,MARCOS PONTIS,VOZES,700, R$  40.00 ," R$  28,000.00 "
FORM PROF,DINÂMICAS DE INTEGRAÇÃO: PARA FORMAR GRUPOS VENCEDORES,NEY WENDELL,VOZES,700, R$  35.00 ," R$  24,500.00 "
FORM PROF,SÍNDROME DE DOWN E AS PRÁTICAS PEDAGÓGICAS,ANA CRISTINA DIAS ROCHA,VOZES,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,TDAH: O QUE FAZER E O QUE EVITAR,DONATELLA ARCANGELLI,VOZES,700, R$  40.00 ," R$  28,000.00 "
FORM PROF,TRABALHANDO VALORES EM SALA DE AULA,CRIS PIZZIMENTI,VOZES,700, R$  42.00 ," R$  29,400.00 "
