INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT, VALOR UNITÁRIO, VALOR TOTAL
FUNDAMENTAL II,SONHO DE UMA NOITE DE VERÃO E O MERCADOR DE VENEZA,WILLIAN SHAKESPEARE,CEREJA EDITORA,"1,100", R$  48.00 ," R$  52,800.00 "
FUNDAMENTAL II,RIO DAS ALMAS,PAWLO CIDADE,CHIADO BOOKS,"1,100", R$  47.00 ," R$  51,700.00 "
FUNDAMENTAL II,A CASA DO RIO VERMELHO,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,A COMIDA BAIANA DE JORGE AMADO,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  200.00 ," R$  220,000.00 "
FUNDAMENTAL II,ABC DE CASTRO ALVES,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,"ANARQUISTAS, GRAÇAS A DEUS",ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,AS FRUTAS DE JORGE AMADO,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  130.00 ," R$  143,000.00 "
FUNDAMENTAL II,BAHIA DE TODOS OS SANTOS,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,CACAU,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,CAPITÃES DE AREIA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,CAVALEIRO DA ESPERANÇA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,CHÃO DE MENINOS,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,CITTA DI ROMA,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,CÓDIGOS DE FAMÍLIA,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,CRÔNICA DE UMA NAMORADA,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,GABRIELA CRAVO E CANELA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,IDÉIAS PARA ADIAR O FIM DO MUNDO,AILTON KRENAK,COMPANHIA DAS LETRAS,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,JARDIM DE INVERNO,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,MEMORIAL DO AMOR E VACINA DE SAPO,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,NASSAU,EVALDO CABRAL DE MELO ,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O CONTADOR DE HISTÓRIAS,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,O MENINO GRAPIÚNA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,O MILAGRE DOS PÁSSAROS,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,O PAÍS DO CARNAVAL,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,POEMAS ESCOLHIDOS DE GREGÓRIO DE MATOS,GREGORIO DE MATOS,COMPANHIA DAS LETRAS,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,SÃO JORGE DOS ILHÉUS,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,SEARA VERMELHA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,SÓ PROSA,ARMANDO FREITAS FILHO,COMPANHIA DAS LETRAS,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,SUOR,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,TÁ TODO MUNDO MAL,JOUT JOUT,COMPANHIA DAS LETRAS,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,TENDA DOS MILAGRES,TENDA DOS MILAGRES,COMPANHIA DAS LETRAS,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,TEREZA BATISTA CANSADA DE GUERRA,JORGE AMADO,COMPANHIA DAS LETRAS,"1,100", R$  120.00 ," R$  132,000.00 "
FUNDAMENTAL II,TERRAS DO SEM-FIM,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  95.00 ," R$  104,500.00 "
FUNDAMENTAL II,TIETA DO AGRESTE,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  130.00 ," R$  143,000.00 "
FUNDAMENTAL II,TOCAIA GRANDE,JORGE AMADO ,COMPANHIA DAS LETRAS,"1,100", R$  120.00 ," R$  132,000.00 "
FUNDAMENTAL II,TUDO DEPENDE DE COMO VOCÊ VÊ AS COISAS,NORTON JUSTER,COMPANHIA DAS LETRAS,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,UM CHAPÉU PARA VIAGEM,ZELIA GATTAI,COMPANHIA DAS LETRAS,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,A AGUADEIRA E A FLOR,ARLENE HOLANDA,CONHECIMENTO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,A PARTILHA DE OLORUM,ARLENE HOLANDA,CONHECIMENTO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,AS BABUCHAS DE ABU KASEM,MARCO HAURÉLIO,CONHECIMENTO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,"CONTOS, CRÔNICAS E CORDÉIS",MARCOS MAIRTON,CONHECIMENTO,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,CORDEL DE TRANCOSO,ARLENE HOLANDA,CONHECIMENTO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,CUMPLICE DA NATUREZA ,MANOEL JERONIMO,CONHECIMENTO,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,DRAGÃO DO MAR E SEU TEMPO,AUDIFAX RIOS,CONHECIMENTO,"1,100", R$  140.00 ," R$  154,000.00 "
FUNDAMENTAL II,JOÃO DESTEMIDO E AS TRÊS FOLHAS DA SERPENTE,MARCO HAURÉLIO,CONHECIMENTO,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,O QUILOMBO DO ENCANTADO,MARCOS MAIRTON,CONHECIMENTO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,SOMOS TODOS AFRICANOS,FERNANDO PAIXÃO,CONHECIMENTO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,UMA DONZELA QUE ERA FERA,ARLENE HOLANDA,CONHECIMENTO,"1,100", R$  67.00 ," R$  73,700.00 "
FUNDAMENTAL II,A HISTÓRIA DE HERMES,"LOPES, PAULO CESAR",CORTEZ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,A RETIRADA DA LAGUNA EM QUADRINHOS,ALFREDO D'ESCRAGNOLLE TAUNAY,CORTEZ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,A UNIÃO FAZ A FORÇA - A VIDA DAS ABELHAS SOCIAIS,CRISTINA SANTOS ,CORTEZ,"1,100", R$  46.00 ," R$  50,600.00 "
FUNDAMENTAL II,CHINELINHOS BRASILEIROS ,SILMARA RASCALHA CASADEI,CORTEZ,"1,100", R$  54.00 ," R$  59,400.00 "
FUNDAMENTAL II,CISNE BRANCO ,MARCOS VINICIUS LUCIO,CORTEZ,"1,100", R$  61.00 ," R$  67,100.00 "
FUNDAMENTAL II,DICIONARIO DE CITACOES - AS MAIS BELAS PALAVRAS PARA JOVENS LEITORES,DANIEL BELLU CONTRO,CORTEZ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,JOÃO CABRAL E JOSUÉ DE CASTRO CONVERSA,TERESA SALES,CORTEZ,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,MEMORIAS DE UM MENINO QUE SE TORNOU ESTRANGEIRO,MARCOS CEZAR ,CORTEZ,"1,100", R$  71.00 ," R$  78,100.00 "
FUNDAMENTAL II,MISTERIO EM VERDEJANTES,SEVERINO RODRIGUES,CORTEZ,"1,100", R$  61.00 ," R$  67,100.00 "
FUNDAMENTAL II,O SERTÃO DO CONSELHEIRO ANTONIO,LUCIANA SAVAGET,CORTEZ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,POEMAS DO JARDIM,PENELÓPE MARTINS; TATI MÓES,CORTEZ,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,SETE POVOS DAS MISSÕES EM QUADRINHOS,WALTER VETILLO,CORTEZ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,TESTEMUNHA CALADA - ARTE NA PRÉ-HISTÓRIA ,DENISE ROCHAEL,CORTEZ,"1,100", R$  61.00 ," R$  67,100.00 "
FUNDAMENTAL II,VOZES DO SERTÃO,LENICE GOMES,CORTEZ,"1,100", R$  72.00 ," R$  79,200.00 "
FUNDAMENTAL II,ROMEU E JULIETA - HQ ,WILLIAM SHAKESPEARE,DCL,"1,100", R$  48.00 ," R$  52,800.00 "
FUNDAMENTAL II,DIGA ASTRASGUD,SOCORRO ACIOLI,DEMOCRITO ROCHA,"1,100", R$  44.00 ," R$  48,400.00 "
FUNDAMENTAL II,NO COLO DAS IABAS,VANIA VASCONCELOS,DEMOCRITO ROCHA,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,ARIANO SUASSUNA: A ARTE DE SUA ARTE,NEROALDO PONTES DE AZÊVEDO,EDDAS,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,HAMLET - COLEÇÃO SHAKSPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,MACBETH - COLEÇÃO SHAKSPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,MAGICO DE OZ - COLEÇÃO INTERNACIONAL,MARTIN POWELL,EDITORA GRAFSET,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,REI ARTUR E OS CAVALEIROS DA TÁVOLA REDONDA ,M. C. HALL,EDITORA GRAFSET,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,ROBIN HOOD - COLEÇÃO INTERNACIONAL,AARON SHEPARD E ANNE L. WATSON,EDITORA GRAFSET,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,ROMEU E JULIETA - COLEÇÃO SHAKESPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,SONHO DE UMA NOITE DE VERÃO - COLEÇÃO SHAKESPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,O COLECIONADOR DE LEMBRANÇAS,PAWLO CIDADE,EDITORA TPI,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,AMOR DO CORAÇÃO,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,"1,100", R$  13.00 ," R$  14,300.00 "
FUNDAMENTAL II,CATA-VENTO CATA AMIZADE,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,"1,100", R$  25.00 ," R$  27,500.00 "
FUNDAMENTAL II,COLCHA DE RETALHOS - UMA DECLARAÇÃO DE AMOR,ÂNGELA MÁRCIA D. T. BARBOSA,EDITUS - EDITORA DA UESC,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,"EU VOCÊ ESPELHO, EU ESPELHO VOCÊ, VOCÊ EU ESPELHO",ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,"1,100", R$  25.00 ," R$  27,500.00 "
FUNDAMENTAL II,LIVRE PARA VOAR,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,"1,100", R$  25.00 ," R$  27,500.00 "
FUNDAMENTAL II,PERGUNTAS DE COR,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,"1,100", R$  25.00 ," R$  27,500.00 "
FUNDAMENTAL II,BEATO ZE LOURENCO E O BOI MANSINHO ,JOSÉ NORMANDO RODRIGUES ,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,BEZERRA DE MENEZES: GUIA DE LUZ ,GONCALO FERREIRA DIAS ,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,BOX BRASILIA EM CORDEL ,NÃO CONSTA,ENSINAMENTO,"1,100", R$  120.00 ," R$  132,000.00 "
FUNDAMENTAL II,BRASÍLIA - AS MARGENS DO PARANOÁ,DONZÍLIO LUIZ DE OLIVEIRA,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,BRASILIA DE MIL DESTINOS - CORDEL ILUSTRADO,MOREIRA DE ACOPIARA,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,CANUDOS: A SAGA DO POVO NORDESTINO EM CORDEL,BABI GUEDES,ENSINAMENTO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,"HOMEM, O LOBO DO HOMEM",ANTÔNIO QUEIROZ DE FRANÇA,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,IMPOSTO SOBRE A VENDA DE IMÓVEIS,JOSÉ RIBAMAR BARROS PENHA,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,"O ADVOGADO, O DIABO E A BENGALA",MARCOS MAIRTON,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,O MARTÍRIO DE FREI TITO,ANTÔNIO QUEIROZ DE FRANÇA,ENSINAMENTO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O PRECO DA SOBERBA OU A MÃE DESNATURADA,MANOEL MONTEIRO,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,UMA CIDADE DOS SONHOS,ANTONIO FRANCISCO,ENSINAMENTO,"1,100", R$  32.00 ," R$  35,200.00 "
FUNDAMENTAL II,O LOBO BOLO,LUH OLIVEIRA,FLAMINGO,"1,100", R$  34.00 ," R$  37,400.00 "
FUNDAMENTAL II,ORGULHO E PRECONCEITO EM CORDEL,NILZA DIAS,FLOREAR LIVROS,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,"AFINAL, INTELIGÊNCIA ARTIFICIAL É LEGAL?",GUILHERME SALES,FORT EDITORA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O DIÁRIO DE DAVI,SILVANO SULZART,FORT EDITORA,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,DE TODAS AS FORMAS,MARCIA MONTENEGRO,FORT EDITORA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O VALOR DE CADA UM,MÁRCIA MONTENEGRO,FORT EDITORA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,ELA TEM OLHOS DE CÉU,SOCORRO ACIOLLI,GAIVOTA,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,A CINZA DAS HORAS,MANUEL BANDEIRA,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,ALGUMAS ASSOMBRAÇÕES DO RECIFE VELHO,GILBERTO FREYRE,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,BANGUE,JOSE LINS DO REGO,GLOBAL,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,CAMINHO DA POESIA,FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,CONTO COM VOCÊ,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,CONTOS TRADICIONAIS DO BRASIL PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,CRÔNICAS PARA JOVENS,JOSE LINS DO REGO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,DE MENINO A HOMEM,GILBERTO FREYRE,GLOBAL,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,EURIDICE,JOSE LINS DO REGO,GLOBAL,"1,100", R$  69.00 ," R$  75,900.00 "
FUNDAMENTAL II,FAZ DE CONTO,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,FOGO MORTO,JOSE LINS DO REGO,GLOBAL,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,GAMAÇÃO,FERREIRA GULLAR,GLOBAL,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,GUIA PRATICO SENTIMENTAL DA CIDADE DO RECIFE,GILBERTO FREYRE,GLOBAL,"1,100", R$  119.00 ," R$  130,900.00 "
FUNDAMENTAL II,HISTÓRIAS DE VAQUEIROS E DE CANTADORES PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,INTERPRETAÇÃO DO BRASIL,GILBERTO FREYRE,GLOBAL,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,MELHORES CRÔNICAS DE FERREIRA GULLAR,FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MELHORES CRÔNICAS DE MANUEL BANDEIRA,MANUEL BANDEIRA,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MELHORES POEMAS DE FERREIRA GULLAR,FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MELHORES POEMAS DE GONÇALVES DIAS,GONÇALVES DIAS,GLOBAL,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,MELHORES POEMAS DE JOÃO CABRAL DE MELO NETO,CASTRO ALVES,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MELHORES POEMAS DE PATATIVA DO ASSARÉ,PATATIVA DO ASSARÉ,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MENINO DE ENGENHO,JOSE LINS DO REGO,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,NORDESTE ,GILBERTO FREYRE,GLOBAL,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,O ESCRAVO NOS ANÚNCIOS DE JORNAIS BRASILEIROS DO SÉCULO XIX,GILBERTO FREYRE,GLOBAL,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,O MELHORES POEMAS DE CASTRO ALVES,CASTRO ALVES,GLOBAL,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,O REI QUE MORA NO MAR,FERREIRA GULLAR,GLOBAL,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,"OLINDA - 2º GUIA PRATICO, HISTÓRICO E SENTIMENTAL DE CIDADE BRASILEIRA",GILBERTO FREYRE,GLOBAL,"1,100", R$  129.00 ," R$  141,900.00 "
FUNDAMENTAL II,PÉ DE POESIA,FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,PEDRA BONITA,JOSE LINS DO REGO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,"POIS É, POESIA",FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,PUREZA,JOSE LINS DO REGO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,RIACHO DOCE,JOSE LINS DO REGO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,TALVEZ POESIA,GILBERTO FREYRE,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,TRAÇO DE POETA,FERREIRA GULLAR,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,UM FIO DE PROSA,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,USINA,JOSE LINS DO REGO,GLOBAL,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,VAQUEIRO E CANTADORES PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,1808 - UM MIL OITOCENTOS E OITO,LAURENTINO GOMES,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,A CIDADE DO SOL ,KHALED HOSSEINI,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,A MOCINHA DO MERCADO CENTRAL ,STELLA MARIS REZENDE ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,COMO OS ANIMAIS SALVARAM MINHA VIDA,LUISA MELL,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,DROPZ,RITA LEE,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,E NÃO SOBROU NENHUM,AGATHA CHRISTIE,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,ENTRE DEUSES E MONSTROS ,LIA NEIVA ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,ESCRAVIDÃO - VOL. 01 - DO PRIMEIRO LEILÃO DE CATIVO,LAURENTINO GOMES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,GUERRA DE NARRATIVAS ,LUCIANO TRIGO ,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,INTELIGÊNCIA ARTIFICIAL ,KAI-FU LEE,GLOBO,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,MAIS VOCE - 10 ANOS ,ANA MARIA BRAGA,GLOBO,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,MEDIDA CERTA COMO CHEGAR LA! ,ZECA CAMARGO ,GLOBO,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,MINHA VIDA COM BORIS ,THAYS MASTINEZ ,GLOBO,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,O CAÇADOR DE PIPAS,KHALED HOSSEINI,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O LIVRO DA ECOLOGIA ,VÁRIOS AUTORES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O LIVRO DA ECONOMIA,VÁRIOS AUTORES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O LIVRO DA FILOSOFIA,VÁRIOS AUTORES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O LIVRO DA MÚSICA CLÁSSICA,VÁRIOS AUTORES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O LIVRO DENTRO DA CONCHA ,RICARDO FILHO,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O LIVRO DO CINEMA,VÁRIOS AUTORES ,GLOBO,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O SEGREDO DO MEU TURBANTE,AGNÈS ROTGER; NADIA GHULAM,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,OS ZERÓIS ,ZIRALDO ALVES PINTO,GLOBO,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,PRECISAMOS FALAR SOBRE ABUSO,ROXANE GAY,GLOBO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,VOCÊ ME AJUDA? - CONVERSAS SOBRE DROGAS NA ESCOLA,GILSON YQSHIOKA,HEDRA EDUCAÇÃO,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,A HISTÓRIA DOS NOVOS BAIANOS,MORAES MOREIRA,IMEPH,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,A LÍNGUA QUE A GENTE FALA,SOCORRO LIRA,IMEPH,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,A POEIRA E A ESTRADA,MACIEL MELO,IMEPH,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,A TURMA DO XAXADO: VOLUME 3 E 4,ANTONIO CEDRAZ,IMEPH,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,ABC DA FLORESTA AMAZÔNICA,"POLLYANNA FURTADO, THIAGO DE MELLO",IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,ÁFRICA: UM BREVE PASSEIO PELAS RIQUEZAS E GRANDEZAS AFRICANAS,FERNANDO PAIXÃO,IMEPH,"1,100", R$  48.00 ," R$  52,800.00 "
FUNDAMENTAL II,ANDEI POR AÍ,PAOLA TÔRRES,IMEPH,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,BANDEIRA SOBRINHO: UMA VIDA E ALGUNS VERSOS,BRAULIO TAVARES,IMEPH,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,BREVES ANOTAÇÕES DE UM ANDARILHO,MARCOS MAIRTON,IMEPH,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,CANÇÃO DOS POVOS AFRICANOS,FERNANDO PAIXÃO,IMEPH,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,CARNE E ALMA,ROGACIANO LEITE,IMEPH,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,CONTOS QUE ME CONTARAM,ANA THAIS FEITOSA,IMEPH,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,CRAVO VERMELHO E ALGUNS CONSELHOS,"LENICE GOMES, WALTHER MOREIRA SANTOS",IMEPH,"1,100", R$  38.00 ," R$  41,800.00 "
