INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL
INFANTIL,A B Z BICHO,ANDERSON DE OLIVEIRA,ABACATTE,900,62,55800
INFANTIL,AMARRA MEU CADARÇO ,JOÃO MARCOS,ABACATTE,900,64,57600
INFANTIL,AQUILO QUE NÃO SE VÊ,CLOVIS LEVI,ABACATTE,900,66,59400
INFANTIL,CABELINHO VERMELHO E O LOBO BOBO,SILVANA DE MENEZES,ABACATTE,900,87,78300
INFANTIL,CONTOS ORTOGRAFICOS,MARILDA CASTANHA,ABACATTE,900,65,58500
INFANTIL,TERRA DO TIRIMBINTIM,FABIANA GUIMARAES,ARMAZEM DA CULTURA,900,55,49500
INFANTIL,UM CAOZINHO CHAMADO TECO,MARINA VIEIRA,ARMAZEM DA CULTURA,900,56,50400
INFANTIL,A LINHA QUE ERA RETA ,CLARA MENDES,BAGAÇO,900,35,31500
INFANTIL,CHAPÉU MAU E LOBINHO VERMELHO,JESSIER QUIRINO,BAGAÇO,900,37,33300
INFANTIL,"FÁCIL DE SENTIR, DIFÍCIL DE FALAR ",HUGO MENDES,BAGAÇO,900,41,36900
INFANTIL,FLORESTA ENCANTADA I ,VITOR MANUEL,BAGAÇO,900,36,32400
INFANTIL,HISTÓRIAS DO ARCO DA VELHA,ELITA FERREIRA,BAGAÇO,900,33,29700
INFANTIL,NA FOLIA DOS BICHOS ,EDMILSON LIMA,BAGAÇO,900,31,27900
INFANTIL,NO OUTRO LADO DA PÁGINA ,ALEXANDRE AZEVEDO,BAGAÇO,900,33,29700
INFANTIL,AS CORES NA CIDADE DE SÃO PAULO,JULIE TRIPENO,BAMBOLÊ,900,30,27000
INFANTIL,HOJE É DOMINGO,SÔNIA TRAVASSOS,BAMBOLÊ,900,30,27000
INFANTIL,LA EM CIMA DAQUELE MORRO,SÔNIA TRAVASSOS,BAMBOLÊ,900,63,56700
INFANTIL,O LIVRO DOS TUTUS,BLANDINA FRANCO,BAMBOLÊ,900,32,28800
INFANTIL,OS 2 PORQUINHOS E MEIO,LEO CUNHA & MARTA LAGARTA,BAMBOLÊ,900,55,49500
INFANTIL,SE ESSA RUA FOSSE MINHA,PAULA GIANNINI,BAMBOLÊ,900,63,56700
INFANTIL,SETE CARTAS DE OUTRO PLANETA,ANA CRISTINA MELO,BAMBOLÊ,900,50,45000
INFANTIL,VOCÊ FAZ EU FAÇO TAMBÉM,"MARCELO JUCÁ, VANESSA PREZOTO",BAMBOLÊ,900,58,52200
INFANTIL,CONTANDO CARNEIRINHOS,ARLENE HOLANDA ,BRASIL TROPICAL,900,50,45000
INFANTIL,"O QUE É, O QUE É?",WAGNER CORTEZ,BRASIL TROPICAL,900,60,54000
INFANTIL,TEM INDIO PRA TODO LADO ,VINICIOS FERRAZ,BRASIL TROPICAL,900,55,49500
INFANTIL,"TOM, ELIS E CHICO ",MÔNICA MOTA,BRASIL TROPICAL,900,60,54000
INFANTIL,A GALINHA XADREZ,ROGÉRIO TREZZA,BRINQUE BOOK,900,65,58500
INFANTIL,A MACAQUINHA,MARTA ALTÉS,BRINQUE BOOK,900,65,58500
INFANTIL,A ÚLTIMA HISTÓRIA ANTES DE DORMIR,NICOLA O'BRYNE,BRINQUE BOOK,900,70,63000
INFANTIL,A VELHINHA QUE DAVA NOME ÀS COISAS,CYNTHIA RYLANT,BRINQUE BOOK,900,65,58500
INFANTIL,A VERDADE SEGUNDO ARTHUR,TIM HOPGOOD,BRINQUE BOOK,900,65,58500
INFANTIL,"BRUXA, BRUXA VENHA À MINHA FESTA",ARDEN DRUCE,BRINQUE BOOK,900,65,58500
INFANTIL,IDEIA DE BONECO,ADRIANA FELICÍSSIMO,CASA DE LETRAS,900,48,43200
INFANTIL,MEU BAIRRO - PESSOA E LUGARES,LISA BULLARD,CASA DE LETRAS,900,48,43200
INFANTIL,MEU DIA - MANHÃ TARDE E NOITE,LISA BULLARD,CASA DE LETRAS,900,45,40500
INFANTIL,O CIRCULO,VANESSA CAMPOS ROCHA,CASA DE LETRAS,900,56,50400
INFANTIL,O QUADRADO ,VANESSA CAMPOS ROCHA,CASA DE LETRAS,900,56,50400
INFANTIL,PARA AQUELES QUE QUEREM VOAR,PIRKKO VAINIO,CASA DE LETRAS,900,50,45000
INFANTIL,SONHO DE UMA NOITE DE VERÃO,WILLIAM SHAKESPEARE,CASA DE LETRAS,900,59,53100
INFANTIL,SUPER - EU : TUDO O QUE VOCÊ QUERIA SABER,LISA BULLARD,CASA DE LETRAS,900,40,36000
INFANTIL,PROMOVENDO O HÁBITO DE LEITURA,LUANA VIGNON,CEREJA EDITORA,900,52,46800
INFANTIL,ROBIN HOOD,MAURI KUNNAS,CEREJA EDITORA,900,45,40500
INFANTIL,TUDO É RELATIVO,CLAUDIA RUEDA,CEREJA EDITORA,900,45,40500
INFANTIL,UMA COISA É OUTRA COISA,ANA DIVA E KIKA ZANETTI,CEREJA EDITORA,900,50,45000
INFANTIL,A CAIXA DE PREOCUPAÇÕES,SUZANNE CHIEW,CIRANDA CULTURAL,900,35,31500
INFANTIL,A GALINHA RUIVA,DONALDO BUCHWITZ,CIRANDA CULTURAL,900,15,13500
INFANTIL,A LEVEZA DAS PEDRAS,JONAS RIBEIRO,CIRANDA CULTURAL,900,40,36000
INFANTIL,A MAIOR COISA DO MUNDO,KENNETH STEVEN,CIRANDA CULTURAL,900,40,36000
INFANTIL,ANIMAIS DE ESTIMACAO,CIRANDA CULTURAL,CIRANDA CULTURAL,900,35,31500
INFANTIL,AS CORES DA RECICLAGEM,DONALDO BUCHWITZ,CIRANDA CULTURAL,900,40,36000
INFANTIL,HISTÓRIAS DE TIA NASTÁCIA,MONTEIRO LOBATO,CIRANDA CULTURAL,900,25,22500
INFANTIL,IMPERFEITAMENTE PERFEITO,PERRY EMERSON,CIRANDA CULTURAL,900,70,63000
INFANTIL,PASSARADA EM LIBERDADE,LAÍS DE CASTRO,CONHECIMENTO,900,42,37800
INFANTIL,QUE BICHO É ESSE?,ARLENE HOLANDA,CONHECIMENTO,900,42,37800
INFANTIL,ANIMAIS DA CIDADE ,"TABACK, SIMMS",CORTEZ,900,72,64800
INFANTIL,BEIJO DE BICHO ,"LIMA, ROSANGELA",CORTEZ,900,58,52200
INFANTIL,DA CABEÇA AOS PÉS,PAULINE OUD,CORTEZ,900,64,57600
INFANTIL,"1, 2, 3 ERA UMA VEZ...","INGRID BIESEMEYER, BELLINGHAUSEN",DCL,900,40,36000
INFANTIL,"A GENTE PODE, A GENTE NÃO PODE... (3-4 ANOS)",ANNA CLAUDIA RAMOS,DCL,900,50,45000
INFANTIL,MEDO DE QUÊ? ,FLÁVIA CÔRTES,DCL,900,42,37800
INFANTIL,MEU PRESENTE,EVA MONTANARI,DCL,900,45,40500
INFANTIL,O QUE COMEÇA COM...,"INGRID BIESEMEYER, BELLINGHAUSEN",DCL,900,45,40500
INFANTIL,"QUEM É, QUEM É? FESTA À FANTASIA",ANNA CLAUDIA RAMOS,DCL,900,49,44100
INFANTIL,QUEM QUER DAR UMA MÃOZINHA?,SANDRA LOPES,DCL,900,40,36000
INFANTIL,"A MENINA, MARILUA E SUA AVE ",RAINHA ISAÍRA SILVINO,DIZ,900,40,36000
INFANTIL,INDIO VIVE ASSIM,FABIANA GUIMARÃES,DIZ,900,32,28800
INFANTIL,ONDE ESTAVA O ARCO ÍRIS,JURACY MENDONÇA,DIZ,900,40,36000
INFANTIL,PALAVRAS DE MÃE,TAMARA BEZERRA,DIZ,900,32,28800
INFANTIL,TATU BOLA,"ROCHA, KLAUBER",DIZ,900,32,28800
INFANTIL,UM PEDAÇO DE ALGODÃO,ANA RIOS,DIZ,900,32,28800
INFANTIL,A DEFESA DO PINÓQUIO,CRISTINA VIDAL,EDITORA PLANOS,900,70,63000
INFANTIL,A VIAGEM DO DRAGÃO JAPONÊS,CRISTINA VIDAL,EDITORA PLANOS,900,55,49500
INFANTIL,O CÃOZINHO MALTRAPILHO,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000
INFANTIL,O GATO QUE EMPURRAVA PEDRAS,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000
INFANTIL,O MIADO DO GATINHO,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000
INFANTIL,O RESGATE DE TITA,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000
INFANTIL,AMIGOS DO CORAÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500
INFANTIL,CÃO E GATO ,ANA THAIS FEITOSA ,FORT EDITORA,900,38,34200
INFANTIL,ESSA TAL EMOÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500
INFANTIL,JARDINEIROS DA FLORESTA ,ANA THAIS FEITOSA ,FORT EDITORA,900,40,36000
INFANTIL,MEU NOME É CECI,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500
INFANTIL,O PATINHO AZUL,MARCIO DEL PICCHIA,FORT EDITORA,900,70,63000
INFANTIL,O QUE EU QUERO SER,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500
INFANTIL,VALORES DE TODOS NÓS,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500
INFANTIL,ABRAÇOS - ANIMAIS DA FAZENDA,REALLY DECENT ,GIRASSOL,900,80,72000
INFANTIL,ABRAÇOS - ANIMAIS DE ESTIMAÇÃO,REALLY DECENT ,GIRASSOL,900,80,72000
INFANTIL,AMIGO URSO - BOMBEIRO,NOSY CROW,GIRASSOL,900,60,54000
INFANTIL,AMIGO URSO - VETERINÁRIO,NOSY CROW,GIRASSOL,900,60,54000
INFANTIL,CONTE UMA FABULA - POP,CELIA RUIZ IBAÑES,GIRASSOL,900,40,36000
INFANTIL,CONTOS PARA SONHAR,OBRA COLETIVA,GIRASSOL,900,119,107100
INFANTIL,JUNTOS SOMOS MAIS FORTES,EILEEN SPINELLI,GIRASSOL,900,45,40500
INFANTIL,ONDE ESTÃO? NA FAZENDA,TOWNHOUSE ,GIRASSOL,900,70,63000
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE NOSSO PLANETA,CAMILLA DE LA BEDOYERE,GIRASSOL,900,43,38700
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE O MEU CORPO,ANNE ROONEY,GIRASSOL,900,43,38700
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE OS ANIMAIS,CAMILLA DE LA BEDOYERE,GIRASSOL,900,43,38700
INFANTIL,TURMA DA MÔNICA - CONTOS DA CAROCHINHA,OBRA COLETIVA,GIRASSOL,900,100,90000
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E ALICE NO PAIS DAS MARAVILHAS - A PRINCESA E A ERVILHA,MAURICIO DE SOUSA,GIRASSOL,900,70,63000
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E CONTOS DE FADAS,MAURICIO DE SOUSA,GIRASSOL,900,70,63000
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS: A BELA E A FERA/ A PRINCESA ARROGANTE,MAURICIO DE SOUSA,GIRASSOL,900,70,63000
INFANTIL,TURMA DA MÔNICA E MONTEIRO LOBATO: NARIZINHO ARREBITADO,MAURICIO DE SOUSA,GIRASSOL,900,55,49500
INFANTIL,NOITES DE CHUVA,ANNA CLAUDIA RAMOS,GLOBO,900,80,72000
INFANTIL,O COELHO E O JABUTI,"VIANA, ARIEVALDO",GLOBO,900,80,72000
INFANTIL,O MENINO QUE COLECIONA GUARDA-CHUVAS,ALEXANDRE DE CASTRO GOMES,GLOBO,900,80,72000
INFANTIL,QUANDO VOCÊ ESTAVA NA MINHA BARRIGA,THRITY UMRIGAR,GLOBO,900,60,54000
INFANTIL,A ARARA CLARINHA,XICO BIZERRA,IMEPH,900,45,40500
INFANTIL,A CASA DO CARACOL,ÉRICA MONTENEGRO DE MÉLO,IMEPH,900,45,40500
INFANTIL,A DESCOBERTA DE CLARICE,NÍVEA BARRETO,IMEPH,900,45,40500
INFANTIL,BICHO TEM SOBRENOME?,"ARLENE HOLANDA, CÉSAR MIRANDA",IMEPH,900,50,45000
INFANTIL,BICHOS,FRANCISCO GILSON,IMEPH,900,60,54000
INFANTIL,BOA AÇÃO RIMA COM RETIDÃO,VINÍCIOS FERRAZ,IMEPH,900,45,40500
INFANTIL,BONECO NECO E MARIA FLOR,FRANCISCO GILSON,IMEPH,900,40,36000
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 1,AMELIA ALBUQUERQUE,IMEPH,900,70,63000
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 2,AMELIA ALBUQUERQUE,IMEPH,900,70,63000
INFANTIL,DE 1 A 10,MARIÂNGELA GUADAGNIN,IMEPH,900,42,37800
INFANTIL,DEZ GATOS QUE SE TANGOLOMANGARAM,AMELIA ALBUQUERQUE,IMEPH,900,42,37800
INFANTIL,HISTORINHAS AMOROSAS,ELVIRA DRUMMOND,IMEPH,900,55,49500
INFANTIL,JOANA JOANINHA,FRANCISCO GILSON,IMEPH,900,42,37800
INFANTIL,JOÃO PIRÁ,"DANIEL WALLERIUS, TALITA NOZOMI",IMEPH,900,80,72000
INFANTIL,O BAÚ DE SURPRESAS,MARIANE BIGIO,IMEPH,900,40,36000
INFANTIL,"VAGA-VAGA, VAGALUME",WALKÍRIA KAMINSKI,IMEPH,900,40,36000
INFANTIL,VOCÊ PODE COLORIR O SEU MUNDO,ANA THAIS FEITOSA,IMEPH,900,50,45000
INFANTIL,A CENTOPEIA NÃO TEM ONOMATOPEIA,LUCI SACOLEIRA,INTELIGENIOS,900,65,58500
INFANTIL,A CORAGEM DE SER PIRUA,ANA PAULA FRANZONI,INTELIGENIOS,900,72,64800
INFANTIL,JOGO DOS ABSURDOS,LILIAN ROQUE,INTELIGENIOS,900,65,58500
INFANTIL,NINGUEM SOLTA A CAUDA DE NINGUEM,MARCELO JUCA,INTELIGENIOS,900,50,45000
INFANTIL,O GAFANHOTO AZARADO,THATI PAULA,INTELIGENIOS,900,58,52200
INFANTIL,O INDECIFRAVEL CASO DO POTE DE VIDRO,CECÍLIA COELHO,INTELIGENIOS,900,50,45000
INFANTIL,O SUBMARINO QUADRADO,TATIANE TAKAHASHI,INTELIGENIOS,900,72,64800
INFANTIL,TATO,CRISTOVÃO DE OLIVEIRA,INTELIGENIOS,900,50,45000
INFANTIL,TATU ATARANTADO,CAROLINE FIGUEIRA,INTELIGENIOS,900,50,45000
INFANTIL,MENINO GIGANTE,NARA BITAL,JOANINHA,900,45,40500
INFANTIL,TELECO E TECO,MAURICIO VENEZA,LÊ,900,60,54000
INFANTIL,A CASA DA REINAÇÃO,TIAGO AMARAL,LUA AZUL,900,70,63000
INFANTIL,A FANTÁSTICA SOPA DO BOB,SIMONE CAVALCANTE,LUA AZUL,900,65,58500
INFANTIL,A MENINA PRINCESA DA LAGOA DE CRISTAL,CLAUDIA LINS,LUA AZUL,900,65,58500
INFANTIL,A PRINCESA GRIÔ E A ÁRVORE DAS MARAVILHAS,CLAUDIA LINS,LUA AZUL,900,65,58500
INFANTIL,A VIAGEM DA DONA BARATINHA,CLAUDIA LINS,LUA AZUL,900,59,53100
INFANTIL,ENQUANTO A MAMÃE CABRA NÃO VEM,CLAUDIA LINS,LUA AZUL,900,78,70200
INFANTIL,FILHO DE PEIXE PEIXINHO NÃO É,TIAGO AMARAL,LUA AZUL,900,65,58500
INFANTIL,KAUÊ E O MANATI,CLAUDIA LINS,LUA AZUL,900,66,59400
INFANTIL,LENDAS DO VELHO CHICO HISTÓRIAS ENCANTADAS DE OPARÁ,CLAUDIA LINS,LUA AZUL,900,66,59400
INFANTIL,MARINA TRAQUINA,CLAUDIA LINS,LUA AZUL,900,65,58500
INFANTIL,NINA E O CLUBE DA AVENTURA,CLAUDIA LINS,LUA AZUL,900,65,58500
INFANTIL,O ENCANTADOR DE PÁSSAROS,CLAUDIA LINS,LUA AZUL,900,65,58500
INFANTIL,A COLECIONADORA DE SONHOS,CLAUDIA LINS,MUNDO LEITURA,900,59,53100
INFANTIL,AMIGOS BICHOS E ABRAÇOS,CLAUDIA LINS,MUNDO LEITURA,900,52,46800
INFANTIL,DEZ ELEFANTINHOS DO BALACOBACO,CLAUDIA LINS,MUNDO LEITURA,900,59,53100
INFANTIL,OS TRÊS PORQUINHOS DO AGRESTE,CLAUDIA LINS,MUNDO LEITURA,900,63,56700
INFANTIL,PEQUENO MÁGICO,CHIARA SEGRÉ,MUNDO LEITURA,900,57,51300
INFANTIL,"TITI E TATA, UM DIA NA ESCOLA",CLAUDIA LINS,MUNDO LEITURA,900,63,56700
INFANTIL,VENTANIA E O MAPA DO TESOURO,SIMONE CAVALCANTE,MUNDO LEITURA,900,58,52200
INFANTIL,SONHOS NO TELHADO,SIMONE BANDEIRA,MVC EDITORA,900,22,19800
INFANTIL,ACENDENDO A ESCURIDAO ,ANA BONILLA RIUS,NOVA ALEXANDRIA,900,52,46800
INFANTIL,BORBOLINDA DANCARINA ,MARIA CRISTINA RAMOS,NOVA ALEXANDRIA,900,49,44100
INFANTIL,MARIA RESMUNGONA ,DIETER KONSEK,NOVA ALEXANDRIA,900,49,44100
INFANTIL,"QUE PANELA ESQUISITA, VOVÓ RITA!",ERCÍLIA SIMÕES BRAGA,NOVA ALEXANDRIA,900,49,44100
INFANTIL,A APARENCIA DAS OPINIÕES ,GIULIA STUDART BATELLI,SAÍRA,900,48,43200
INFANTIL,A CULPA NÃE É SUA,LILIANE MESQUITA,SAÍRA,900,51,45900
INFANTIL,A ROUPA NOVA DE DORALICE,MONICA STAHEL,SAÍRA,900,48,43200
INFANTIL,COM QUE ROUPA,MARIANA WAECHTER,SAÍRA,900,54,48600
INFANTIL,É ASSIM QUE EU SOU,NEWTON CESAR,SAÍRA,900,55,49500
INFANTIL,"ESPICHA, A LAGARTIXA, E OS CABELOS DE ISABELA",DILL MAGNO,SAÍRA,900,52,46800
INFANTIL,O GATO RATUDO E O RATO GATUDO,THAIS EVANGELISTA,SAÍRA,900,47,42300
INFANTIL,O QUE ESTOU SENTINDO,LUANA CARDIM,SUINARA,900,56,50400
INFANTIL,O RANÇO DO GANSO,JOSE RICARDO BAPTISTA,SUINARA,900,47,42300
INFANTIL,UM JARDIM ASSIM QUE EU QUERO PRA MIM,PATRTICIA CUNHA,SUINARA,900,49,44100
INFANTIL,A GOTA DE ÁGUA,INÊS CASTEL-BRANCO,TELOS,900,69,62100
INFANTIL,DE ONDE VEM O AMOR?,DANIELA KULOT,TELOS,900,67,60300
INFANTIL,E SE UMA BALEIA ME ENGOLIR?,SUSANNA ISERN,TELOS,900,72,64800
INFANTIL,EU COMPRO,CANIZALES,TELOS,900,56,50400
INFANTIL,ISTO NAO E UMA SELVA ,SUSANNA ISERN,TELOS,900,64,57600
INFANTIL,MINHAS RODINHAS ,SEBASTIAN PELON,TELOS,900,69,62100
INFANTIL,O MUNDO DISSE SIM,KAIA DAHLE NYHUS,TELOS,900,69,62100
INFANTIL,A VIDA SECRETA DA NATUREZA,PATRICIA VELOSO,TERRA DA LUZ,900,40,36000
INFANTIL,AS ARVORES E SUAS HISTÓRIAS,PATRICIA VELOSO,TERRA DA LUZ,900,40,36000
INFANTIL,LORD VON E A PAULISTINHA,ELVIRA NADAI,TERRA DA LUZ,900,42,37800
INFANTIL,O SONHO DO MAR,ANTONIO FILHO,TERRA DA LUZ,900,42,37800
INFANTIL,A CASA DA MINHA AVÓ ,MANOEL CAVALCANTE,TIMBÚ,900,45,40500
INFANTIL,A CASA VELHA,ADRIANO GOMES,TIMBÚ,900,45,40500
INFANTIL,A ESCOLA DE DORINHA,MANOEL CAVALCANTE,TIMBÚ,900,49,44100
INFANTIL,A FESTA DO PIJAMA,DANIELLE MENESES,TIMBÚ,900,49,44100
INFANTIL,BAMBU,MARINA GADELHA,TIMBÚ,900,45,40500
INFANTIL,BICHOS DO MANGUE,LIA CABRAL,TIMBÚ,900,46,41400
INFANTIL,CONTE COMIGO,ROBSON RENATO,TIMBÚ,900,46,41400
INFANTIL,"MARINO, O CAVALO MARINHO",GABRIELA BARBALHO,TIMBÚ,900,46,41400
INFANTIL,O ALFABETO DE DORINHA,MANOEL CAVALCANTE,TIMBÚ,900,49,44100
,,,,,,9009000
,,,,,,
,,,,,,
INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL
FUNDAMENTAL I,A VINGANÇA DE CHARLES TIBURONE,JOÃO UBALDO RIBEIRO,ALFAGUARA,1000,50,50000
FUNDAMENTAL I,BANDEIRA DE SÃO JOÃO ,RONALDO CORREIA,ALFAGUARA,1000,53,53000
FUNDAMENTAL I,A MOURA QUE NÃO ERA TORTA,ARLENE HOLANDA,ARMAZEM DA CULTURA,1000,64,64000
FUNDAMENTAL I,E SE EU PUDESSE COMER AS CORES?,ANGELO MENDES,BAGAÇO,1000,42,42000
FUNDAMENTAL I,MIUDINHA ,JESSIER QUIRINO,BAGAÇO,1000,32,32000
FUNDAMENTAL I,O GATINHO DO RABO MALHADO,ELITA FERREIRA,BAGAÇO,1000,38,38000
FUNDAMENTAL I,OS SETE CANDELABROS DE OURO ,MARIA DA GLORIA FREITAS,BAGAÇO,1000,39,39000
FUNDAMENTAL I,HAICONTOS DE FADAS,OBRA COLETIVA,BAMBOLÊ,1000,50,50000
FUNDAMENTAL I,VAMOS APOSTAR CORRIDA,HENRIQUE VALE,BAMBOLÊ,1000,50,50000
FUNDAMENTAL I,AURORA A BARATINHA,LENICE GOMES,BRASIL TROPICAL,1000,45,45000
FUNDAMENTAL I,BERNARDO SOB O CÉU ESTRELADO,VINÍCIOS FERRAZ,BRASIL TROPICAL,1000,45,45000
FUNDAMENTAL I,MARIA E MARIA,"LENICE GOMES, GLAÚCIA DE SOUZA",BRASIL TROPICAL,1000,40,40000
FUNDAMENTAL I,"CL - MISTERIO DA MUMIA, O - 1 ED - BR",WIDMARK MARTIN,CALLIS,1000,53,53000
FUNDAMENTAL I,CL - MISTERIO DO CINEMA - 1ED - BR,WIDMARK MARTIN,CALLIS,1000,53,53000
FUNDAMENTAL I,"CL - MISTERIO DO HOTEL, O - 1ED - BR",WIDMARK MARTIN,CALLIS,1000,53,53000
FUNDAMENTAL I,"CL - MISTERIO DOS DIAMANTES, O - 2ED - BR",WIDMARK MARTIN,CALLIS,1000,53,53000
FUNDAMENTAL I,CL - QUEM VAI FICAR COM O PESSEGO - TAN TAN - 2ED,YOON AH-HAE,CALLIS,1000,53,53000
FUNDAMENTAL I,CL - QUER LER UM LIVRO COMIGO? - 1ED - BR,LAWRENCE SCHIMEL,CALLIS,1000,53,53000
FUNDAMENTAL I,EMÍLIA,SOCORRO ACIOLLI,CASA DA PALAVRA,1000,50,50000
FUNDAMENTAL I,A DESCOBERTA DA AMÉRICA PELOS TURCOS,JORGE AMADO,COMPANHIA DAS LETRAS,1000,55,55000
FUNDAMENTAL I,A JANGADA DE PEDRA,JOSÉ SARAMAGO,COMPANHIA DAS LETRAS,1000,73,73000
FUNDAMENTAL I,A VIAGEM DO ELEFANTE (NOVA EDIÇÃO),JOSÉ SARAMAGO,COMPANHIA DAS LETRAS,1000,68,68000
FUNDAMENTAL I,COMPADRE DE OGUM ,JORGE AMADO,COMPANHIA DAS LETRAS,1000,50,50000
FUNDAMENTAL I,O SUMIÇO DA SANTA,JORGE AMADO,COMPANHIA DAS LETRAS,1000,83,83000
FUNDAMENTAL I,OS ÁSPEROS TEMPOS,JORGE AMADO,COMPANHIA DAS LETRAS,1000,68,68000
FUNDAMENTAL I,A BOLA E O GOLEIRO,JORGE AMADO,COMPANHIA DAS LETRINHAS,1000,44,44000
FUNDAMENTAL I,A RATINHA BRANCA DE PÉ-DE-VENTO E A BAGAGEM DE OTÁLIA,JORGE AMADO,COMPANHIA DAS LETRINHAS,1000,55,55000
FUNDAMENTAL I,BRANCA DE NEVE E AS SETE VERSÕES,"TORERO, JOSÉ ROBERTO; PIMENTA, MARCUS AURELIUS",COMPANHIA DAS LETRINHAS,1000,58,58000
FUNDAMENTAL I,BREVÍSSIMA HISTÓRIA DE QUASE TUDO,BILL BRYSON,COMPANHIA DAS LETRINHAS,1000,78,78000
FUNDAMENTAL I,CHAPEUZINHOS COLORIDOS,"TORERO, JOSÉ ROBERTO; PIMENTA, MARCUS AURELIUS",COMPANHIA DAS LETRINHAS,1000,58,58000
FUNDAMENTAL I,DEZ BONS CONSELHOS DE MEU PAI,JOÃO UBALDO RIBEIRO,COMPANHIA DAS LETRINHAS,1000,50,50000
FUNDAMENTAL I,EI! TEM ALGUÉM AÍ?,JOSTEIN GAARDER,COMPANHIA DAS LETRINHAS,1000,58,58000
FUNDAMENTAL I,GATO MALHADO E A ANDORINHA SINHÁ,JORGE AMADO,COMPANHIA DAS LETRINHAS,1000,50,50000
FUNDAMENTAL I,HISTÓRIAS DA PRETA,HELOISA PIRES LIMA,COMPANHIA DAS LETRINHAS,1000,60,60000
FUNDAMENTAL I,JOÃO E OS 10 PÉS DE FEIJÃO,"TORERO, JOSÉ ROBERTO; PIMENTA, MARCUS AURELIUS",COMPANHIA DAS LETRINHAS,1000,58,58000
FUNDAMENTAL I,JONAS E A SEREIA,ZELIA GATTAI,COMPANHIA DAS LETRINHAS,1000,53,53000
FUNDAMENTAL I,"MALALA, A MENINA QUE QUERIA IR PARA A ESCOLA",ADRIANA CARRANCA,COMPANHIA DAS LETRINHAS,1000,50,50000
FUNDAMENTAL I,MINHA QUERIDA ASSOMBRAÇÃO,REGINALDO PIRANDI,COMPANHIA DAS LETRINHAS,1000,53,53000
FUNDAMENTAL I,MINHAS FÁBULAS DE ESOPO,"ASH, RUSSELL; HIGTON, BERNARD",COMPANHIA DAS LETRINHAS,1000,60,60000
FUNDAMENTAL I,NAS RUAS DO BRÁS,DRAUZIO VARELLA,COMPANHIA DAS LETRINHAS,1000,58,58000
FUNDAMENTAL I,O CARTEIRO CHEGOU,ALLAN AHLBERG,COMPANHIA DAS LETRINHAS,1000,78,78000
FUNDAMENTAL I,O SEGREDO DA RUA 18,ZELIA GATTAI,COMPANHIA DAS LETRINHAS,1000,50,50000
FUNDAMENTAL I,ÓCULOS DE COR,LILIA MORITZ SCHWARC,COMPANHIA DAS LETRINHAS,1000,60,60000
FUNDAMENTAL I,PIPISTRELO DAS MIL CORES,ZELIA GATTAI,COMPANHIA DAS LETRINHAS,1000,53,53000
FUNDAMENTAL I,ZECA ERA DIFERENTE,NORMAN ROCKWELL,COMPANHIA DAS LETRINHAS,1000,53,53000
FUNDAMENTAL I,A MENINA QUE ENGARRAFAVA NUVENS,TÂNIA COSTA GARCIA,COMPOR,1000,57,57000
FUNDAMENTAL I,AINDA UMA FLOR RESTA,ALEXANDRE AZEVEDO; ELISA BECHUATE,COMPOR,1000,60,60000
FUNDAMENTAL I,BANZO: O PÁSSARO MÁGICO,REGINA MIRANDA,COMPOR,1000,58,58000
FUNDAMENTAL I,CADA UM NO SEU LUGAR,DENISE ROCHAEL,COMPOR,1000,59,59000
FUNDAMENTAL I,ELA NASCEU CLARICE,ANA RAPHA NUNES,COMPOR,1000,59,59000
FUNDAMENTAL I,HONORINA,REGINA MIRANDA,COMPOR,1000,57,57000
FUNDAMENTAL I,O SAPULANTE VIAJANTE,EDUSÁ,COMPOR,1000,56,56000
FUNDAMENTAL I,SEMENTE DE URSO,FERNANDO A. PIRES,COMPOR,1000,60,60000
FUNDAMENTAL I,SETE SAIAS DE FILÓ,ANDERSON DE OLIVEIRA,COMPOR,1000,59,59000
FUNDAMENTAL I,TONTON E A MINHOCACÁ,SILVANA DE MENEZES,COMPOR,1000,59,59000
